uuid,name,brand,street,house_number,post_code,city,latitude,longitude
232e6c52-2ef8-4bb6-b532-58b250f11fff,Aral Tankstelle,ARAL,Kreisstr.,92,59379,Selm,51.68615,7.467548
ca971719-88cc-4c06-9886-14ad1b385213,Aral Tankstelle,ARAL,Brechtstraße,12,45739,Oer-Erkenschwick,51.64058,7.254754
ca9658b4-aa5f-4a51-b1fa-a8d9d8f8166d,Aral Tankstelle,ARAL,Friedr.-Engels-Allee,237,42285,Wuppertal,51.2634277,7.177795
ca944555-1ee4-4228-979d-8313690ae950,Aral Tankstelle,ARAL,Reutlinger Straße,72,72072,Tübingen,48.51295,9.073625
ca9424ce-0a27-4180-af66-8376199788e4,Aral Tankstelle,ARAL,Thomas-Müntzer-Strasse,2,06217,Merseburg,51.34279,11.9892
f1e5a474-07f2-4f4d-a827-f9d7a4fded77,Esso Tankstelle,ESSO,OSNABRUECKER STR. 79, ,49448,HUEDE,52.495059,8.363934
ca6a2c98-d5a3-437e-9d7b-1e810649f328,Aral Tankstelle,ARAL,Illertisser Straße,40,89165,Dietenheim,48.21049,10.0773649
ca5c668f-c954-43a2-a258-cbf9ef889227,Aral Tankstelle,ARAL,Hannoversche Straße,142,28309,Bremen,53.0484276,8.89153
dec4640a-1fbd-4e24-a96e-9e8be7cc041d,Esso Tankstelle,ESSO,VARRESBECKER STR. 100, ,42115,WUPPERTAL,51.250863,7.103818
d812b37e-96f4-4504-b60b-c1be308de262,TotalEnergies Ohrenbach West,TotalEnergies,BAB A7 Ohrenbach West,,91620,Ohrenbach,49.485222,10.210361
ca4d83fb-7950-4b42-94a9-7a1ab5628257,Aral Tankstelle,ARAL,Hedemündener Straße,10,34346,Hann. Münden,51.41784,9.667729
ca1e8165-94ab-4b5f-9635-5117d5aebac5,Aral Tankstelle,ARAL,Dubelohstraße,143,33104,Paderborn,51.7456779,8.731283
506dc7fe-a405-420c-a539-6f86cbc7ec02,TotalEnergies Freiburg,TotalEnergies,Gundelfinger Str. ,27,79108,Freiburg,48.030304,7.862799
ca388b34-fc83-4562-8da6-03a95cd6206c,Esso Tankstelle,ESSO,NUTZHORNER LANDSTR. 32, ,27777,GANDERKESEE,53.088509,8.583224
5070a555-97e6-4a79-ad92-424dcaa955ef,Shell Osnabrueck Professor-Porsche-Str. ,Shell,Professor-Porsche-Str.,,49076,Osnabrueck,52.301601,7.950067
507e6415-581e-44f8-b090-11d9e1b7af11,AVIA Tankstelle,AVIA,Am Wallgraben,78,70565,Stuttgart-Vaihingen,48.72771,9.123991
508b3eb0-66ba-4114-bbd1-bd02129a2de6,Esso Tankstelle,ESSO,SYKER STR. 14, ,27305,BRUCHHAUSEN-VILSEN,52.812099,8.959505
c9ec7136-9611-4853-8d16-17f5127c2ea3,Aral Tankstelle,ARAL,Robert-Koch-Straße,1,38642,Goslar,51.9220047,10.4380655
c9dfda88-c60d-412b-8ea3-9a50b4660120,Esso Tankstelle,ESSO,HAUPTSTR. 4, ,37619,HEHLEN,51.98492836,9.47756537
c9dc3f9b-e10a-47b4-a3fe-451b2cb1daad,Aral Tankstelle,ARAL,Frankfurter Allee,214,10365,Berlin,52.51144,13.4938612
c9c65c49-d165-4b5e-82a3-a2d2e2a47e50,TotalEnergies Artern,TotalEnergies,Sangerhaeuser Str. ,35,06556,Artern,51.364087,11.287002
c9c0ebcc-5e86-4e4c-8d59-f985c9b2121c,TotalEnergies Walldorf,TotalEnergies,Bahnhofstr. ,35,69190,Walldorf,49.30046,8.645012
c9beb93a-82c3-45e5-a50a-7021e4cc44eb,Aral Tankstelle,ARAL,Hauptstraße,263,89343,Jettingen-Scheppach,48.40945,10.4447412
c9b22938-d185-4091-9e4f-fc4e48fc35b3,TotalEnergies Elxleben,TotalEnergies,Osterlange ,1,99189,Elxleben,51.048005,10.942121
c9ac1f77-f401-4437-9211-d9446d291f4f,Shell Wendeburg A2 Zweidorfer Holz Nord,Shell,A2 Zweidorfer Holz Nord,,38176,Wendeburg,52.340543,10.359544
c983f99c-871f-4764-ab60-3580ef82e286,Esso Tankstelle,ESSO,STEINWEG 6, ,34587,FELSBERG,51.13475081,9.425959875
50b797b5-77d3-4fba-9fa7-ee3670ac37c6,Shell Juelich Neusser Str. 74,Shell,Neusser Str.,74,52428,Juelich,50.928244,6.366592
50b9f4ea-f4a7-40f8-b1a1-18753fb81af9,Aral Tankstelle,ARAL,Merseburger Straße,355,06132,Halle,51.44012,11.9845171
50be3d84-6175-4704-9008-d5183417aa6e,Shell Wiesloch Am Schwimmbad 32,Shell,Am Schwimmbad,32,69168,Wiesloch,49.288556,8.680291
50d2feb7-90d7-4f2f-b74d-d46d7baccb44,Aral Tankstelle,ARAL,Heerstraße,136,14055,Berlin,52.50708,13.2277813
c971250e-193c-432d-804c-2cfb177b2e8e,Altenburger Land Nord,AVIA,"BAB A4, Teichstraße",72,04626,Schmölln (OT Weißbach),50.86147,12.3051491
c96b5d11-f59c-428c-9b25-7af3255ac60d,Aral Tankstelle,ARAL,Heiliger Weg / Löwenstr.,,44135,Dortmund,51.5095,7.473947
cac83506-16b1-41a0-939f-b0857b6c6b44,TotalEnergies Prenzlau,TotalEnergies,Stettiner Str. ,100,17291,Prenzlau,53.330291,13.867537
50da58dd-ba70-41cd-94a9-3d3571cdc88c,TotalEnergies Viernheim,TotalEnergies,Wormser Str. ,2,68519,Viernheim,49.54346,8.574265
511c0830-8c1a-4621-a990-625e0c90e43a,Aral Tankstelle,ARAL,Lindenstraße,7,66583,Spiesen-Elversberg,49.3178,7.12184
51215948-686f-4bbc-9fcd-27bd11c2ade5,Esso Tankstelle,ESSO,DARMSTAEDTER STR. 88, ,64839,MUENSTER,49.917909,8.855343
51247d0c-fecc-4f54-9c0b-f31139274bfd,Shell Detmold Paderborner Str. 77,Shell,Paderborner Str.,77,32760,Detmold,51.910085,8.874987
cbef6c69-67f2-495c-9fcb-621332273502,Esso Tankstelle,ESSO,HAUPTSTR. 122, ,17459,KOSEROW,54.045462,14.002907
c91f6cb9-5c72-431c-aee9-046be47a57bf,TotalEnergies Dresden-Weixdorf,TotalEnergies,Koenigsbruecker Landstr. ,265,01108,Dresden-Weixdorf,51.140392,13.797571
c8fbf014-a55f-4f69-ab76-4b96a6612fd6,Shell Dortmund Ruhrallee 125,Shell,Ruhrallee,125,44139,Dortmund,51.496399,7.468068
c8ee4372-2362-43e8-9204-8f26b2fb6054,Shell Dortmund Wellinghofen Holtbrügge 25,Shell,Holtbrügge,25,44265,Dortmund Wellinghofen,51.468087,7.482237
514c5c36-5628-48b2-bbb2-ae5137195828,TotalEnergies Herzberg,TotalEnergies,Frankfurter Str. ,14,04916,Herzberg,51.697164,13.251557
514dae02-925b-4f28-bb54-e5834e3abbdd,Aral Tankstelle,ARAL,Meller Landstraße,66,49086,Osnabrück,52.25073,8.103604
e128e249-7eb4-44f5-a7de-4a3bed6b1860,Aral Tankstelle,ARAL,Schwarzer Weg,1,38170,Schöppenstedt,52.1518326,10.7688427
c8c0b3ee-fe64-45c5-9d26-032790bc85b2,Aral Tankstelle,ARAL,Lueneburger Straße,4,21354,Bleckede,53.2896957,10.7304392
c8bdd166-83e5-4dfe-8214-9acc64ba63aa,TotalEnergies Muelheim,TotalEnergies,Koelner Str. ,451,45481,Muelheim,51.363467,6.863279
c8a81c8a-9d6b-4f56-99f2-5f185a5b86a3,Esso Tankstelle,ESSO,BREMER STR. 67, ,26789,LEER,53.235695,7.474678
c860a0d8-bfae-4ba2-af1c-70b349b16ee9,TotalEnergies Niesky,TotalEnergies,Goerlitzer Str. ,36,02906,Niesky,51.287732,14.820038
515bab29-79a3-4a95-937b-3a13c7907955,Shell Magdeburg Rogaetzer Str. 61,Shell,Rogaetzer Str.,61,39106,Magdeburg,52.148311,11.654586
c8302201-8ea4-4674-9368-8ce5ccffbdf1,Shell Ahaus Bahnhofstr. 100,Shell,Bahnhofstr.,100,48683,Ahaus,52.081439,7.013935
c82ccef2-0eb8-41aa-80fc-ce45502575ad,Aral Tankstelle,ARAL,Theodor Heuss Straße,20,72636,Frickenhausen,48.58231,9.368684
515dcbdd-f9de-48b1-8828-00d64b7a118e,Aral Tankstelle,ARAL,Kasseler Straße,32,35683,Dillenburg,50.7499542,8.276847
c8137d18-edad-4006-9746-18e876b14b1d,Shell Muenster Albersloher Weg 415,Shell,Albersloher Weg,415,48167,Muenster,51.930266,7.666145
c8126d21-bc66-4ba7-ac63-dac4c225fa60,Esso Tankstelle,ESSO,AUGSBURGER STR. 31, ,86637,WERTINGEN,48.558559,10.689219
c7ff481f-7cb5-4413-be4b-bcf47fff29b1,Aral Tankstelle,ARAL,Berliner Straße,170,45144,Essen,51.4524536,6.972793
01a63d2b-1724-456e-b2c0-3b3729951654,Aral Tankstelle,ARAL,Sieker Landstraße,235,22927,Großhansdorf,53.64426,10.2787943
c7f10377-ac4b-4a53-8230-ef35a1636d67,Shell Dietzhoelztal Hauptstr. 13,Shell,Hauptstr.,13,35716,Dietzhoelztal,50.831925,8.320652
c7f04698-bad7-42c0-acc1-47bfc4c300ad,Shell Essen Gladbecker Str. 140,Shell,Gladbecker Str.,140,45141,Essen,51.470982,7.007035
51863198-2987-48b8-aa2e-dd949bc403dc,TotalEnergies Berlin,TotalEnergies,Bulgarische Str. ,9,12435,Berlin,52.483773,13.478669
518957b3-0d15-4882-bbcb-c404d77fd59c,Esso Tankstelle,ESSO,KIRCHSTR. 80-82, ,26871,PAPENBURG,53.084768,7.400291
c7bf7239-3d7e-4771-a304-f6eed257cf01,Aral Tankstelle,ARAL,Bahnhofstraße,72,57334,Bad Laasphe,50.930954,8.42897
02250cd9-cb98-480f-91b8-8d98acf95b47,"Aral Tankstelle, Samerberg Nord oHG Autobahnrasts",ARAL,A,8,83101,Rohrdorf,47.8029556,12.1781359
c7b99d08-912c-48e1-9ee4-a36edc9c96fa,Shell Stuttgart Feuerbacher-Tal-Str. 64,Shell,Feuerbacher-Tal-Str.,64,70469,Stuttgart,48.804241,9.154949
c7b3724c-5b4d-4cd1-96f7-489c24e14499,Aral Tankstelle,ARAL,Andernacher Straße,207,56070,Koblenz,50.37837,7.584987
c7ad22be-d7f0-4c7a-b8a9-d90c128563f2,Esso Tankstelle,ESSO,IM WERT 8 (AN DER B27), ,74831,GUNDELSHEIM,49.279383,9.156686
c7aabebc-089b-4553-a54c-bd42a38acd12,Aral Tankstelle,ARAL,St. Johanner Straße,105,66115,Saarbrücken,49.23902,6.976791
c7a7ca44-cea7-4983-a0c2-fd2deb7a88c7,Aral Tankstelle,ARAL,Leipziger Straße,266,34260,Kaufungen,51.28422,9.602628
c7a3fdba-eb72-470f-97cd-6a428ef1aec6,TotalEnergies Hagenow,TotalEnergies,Toddiner Ch. ,5,19230,Hagenow,53.436633,11.174675
519c486f-e2ce-4af2-94de-0d05e8ef4e5b,Shell Cadolzburg Nuernberger Str. 41,Shell,Nuernberger Str.,41,90556,Cadolzburg,49.463629,10.859763
51a1160e-0a82-4179-99a7-09cd0d0c20b1,Shell Wolfsburg Braunschweiger Str. 208,Shell,Braunschweiger Str.,208,38444,Wolfsburg,52.400652,10.752286
51a467c6-1ca2-4bf4-81e2-945a6973ac94,Aral Tankstelle,ARAL,Hamburger Straße,123,24558,Henstedt-Ulzburg,53.7869873,9.979266
c7866e1a-f5f7-409d-8913-a88132310021,TotalEnergies Horstweg,TotalEnergies,Horstweg ,53C,14478,Potsdam,52.382371,13.088523
c784fc4a-a58b-4085-a197-29e514d51bec,Shell Herzogenrath Voccartstr. 28,Shell,Voccartstr.,28,52134,Herzogenrath,50.854195,6.077611
c779937b-90c2-480e-9836-9110c0874466,Aral Tankstelle,ARAL,Altenberger Straße,93,42929,Wermelskirchen,51.091156,7.186871
c76fa28b-4819-4319-9065-b6e696b316f2,Esso Tankstelle,ESSO,EINSTEINSTR. 168, ,81675,MUENCHEN,48.137168,11.621395
9840f8b8-33c3-45a4-be9c-81bb683684ee,Aral Tankstelle,ARAL,Heinsberger Straße,37-39,41844,Wegberg,51.12633,6.192185
c7620bcf-b351-4f4b-ae58-74b91f32adbc,Esso Tankstelle,ESSO,PASSAUER STR. 10, ,94330,AITERHOFEN,48.84542,12.62316
51b6fcc1-ccc7-41b2-83f6-c5af14cda333,Aral Tankstelle,ARAL,Fabrikzeile,5,95028,Hof,50.3193741,11.9219866
c7532d9b-238f-4543-8557-d090bd682edf,Shell Wendeburg A2 Zweidorfer Holz Sued,Shell,A2 Zweidorfer Holz Sued,,38176,Wendeburg,52.340438,10.359891
51b946cd-e1db-4773-ac67-2dbf1ba73425,Esso Tankstelle,ESSO,ASSELNER HELLWEG 114, ,44319,DORTMUND,51.528343,7.586328
c7425d95-6a65-4db3-a9fc-c02c2b09c169,Aral Tankstelle,ARAL,Osdorfer Ring,33-35,14979,Großbeeren,52.3779678,13.3121691
51be9ed6-45e7-4c20-a98d-09e91774185b,Aral Tankstelle,ARAL,Hohberger Straße,19,71106,Magstadt,48.7386,8.966261
c73fa27f-764e-44c3-9e2d-73d6faa8ae84,Shell Ratingen Speestr.,Shell,Speestr.,,40885,Ratingen,51.336911,6.83471
51c2b0c0-6759-4f0f-b2f6-ee6f738bf042,Shell Frankfurt Am Main Hanauer Landstr. 334,Shell,Hanauer Landstr.,334,60314,Frankfurt Am Main,50.122913,8.742244
cdc816f0-7e1d-4749-b29b-333636c91df0,Aral Tankstelle,ARAL,Mülheimer Straße,278-284,46045,Oberhausen,51.4669876,6.864604
c71a174a-3645-4f1d-9930-8459f1b40774,TotalEnergies Heidelberg,TotalEnergies,Ringstr. ,12,69115,Heidelberg,49.404265,8.682606
c710485f-981b-4ad9-bfcc-f33fdc5b1f9a,Esso Tankstelle,ESSO,BRAUNSCHWEIGER HEERSTR. 42, ,29221,CELLE,52.612207,10.097095
c705d653-39b3-4bd9-9cd5-6b51366e88e9,Shell Ludwigsburg Stuttgarter Str. 70,Shell,Stuttgarter Str.,70,71638,Ludwigsburg,48.888161,9.193774
0589bd65-d75a-4138-afd9-730ef1e0f356,Esso Tankstelle,ESSO,TRIERER STR. 72-74, ,52078,AACHEN,50.768256,6.121284
0006d4f6-a88d-473e-a8b1-b1f49b35eec0,Shell Boden Hauptstr. 2,Shell,Hauptstr.,2,56412,Boden,50.47119,7.855065
06352d5d-cba6-455a-8338-2dac1d4bd0b0,Aral Tankstelle,ARAL,Dortmunder Straße,20,45665,Recklinghausen,51.612915,7.204719
c6c27a21-9574-4c92-bdb6-ed1416ee9e49,AVIA Tankstelle,AVIA,Amberger Straße,101,93057,Regensburg,49.04272,12.10085
c6a5fe98-167d-4f9a-a23d-44e6e1ce655d,Aral Tankstelle,ARAL,Demminer Straße,7,99091,Erfurt,51.01317,10.9875431
c6a06a41-6cc1-4b3c-bf88-be2551178932,AVIA Tankstelle,AVIA,Peheimer Straße,2,49757,Vrees,52.8866,7.773858
c69a3839-7671-49d0-ba3c-1abefd2299fd,Esso Tankstelle,ESSO,BARENBURGER STR. 7, ,27245,KIRCHDORF,52.596749,8.824693
c694d12e-55d9-4890-bb60-b91f95ea9ae0,Shell Luedinghausen Sendener Str. 8,Shell,Sendener Str.,8,59348,Luedinghausen,51.777103,7.447907
c6937aa5-1f5b-46bf-aae8-015096ea012d,Esso Tankstelle,ESSO,BAT DOLLENBERG, ,35745,HERBORN,50.68743,8.293994
c691499f-69da-436c-b154-282030f77692,Shell Kaiserslautern Merkurstr. 20,Shell,Merkurstr.,20,67663,Kaiserslautern,49.443273,7.726655
c6676b74-65f0-450f-b36f-beef988a9e4f,Shell Elsdorf Koeln-Aachener Str. 5,Shell,Koeln-Aachener Str.,5,50189,Elsdorf,50.935659,6.576102
c65dc679-79a4-4333-aa9c-6b43babe475b,Aral Tankstelle,ARAL,Hochstraße,12,91325,Adelsdorf,49.7035027,10.881012
dd979897-df6a-44ad-92de-a555bbd2fe4c,Shell Brand-Erbisdorf Gewerbegebiet Süd 2,Shell,Gewerbegebiet Süd,2,09618,Brand-Erbisdorf,50.85468,13.321091
07730a5e-2086-4555-a3f0-e6fca156e06e,Aral Tankstelle,ARAL,Helmstedter Straße,33,38364,Schöningen,52.1453056,10.9674129
c6464777-94be-4fd7-b963-5511e65ff150,Aral Tankstelle,ARAL,Ludwigstraße,21-25,69483,Wald-Michelbach,49.573555,8.823318
c62e9ad4-918d-43b6-95f4-c276d2a77cab,Shell Berlin Potsdamer Chaussee 24,Shell,Potsdamer Chaussee,24,14129,Berlin,52.429717,13.22338
c60c97e5-f94b-4d50-96bc-000a14c9b8bb,"Aral Tankstelle, BAT WETTERAU OST",ARAL,A,5,61239,Ober-Mörlen,50.35566,8.69456
c5c0b1ba-8d7a-4b40-80e4-bbac7e608628,TotalEnergies Krakow Am See,TotalEnergies,Plauer Ch. ,26,18292,Krakow Am See,53.647913,12.265485
000a5e14-552f-42fb-b3b0-2f005ccca133,TotalEnergies Wernigerode,TotalEnergies,Am Anger,,38855,Wernigerode,51.83787,10.794663
c5bcd618-3908-41ef-a8a2-0b1c94eba9d6,Shell Essenbach/Altheim Daimlerstr. 2,Shell,Daimlerstr.,2,84051,Essenbach/Altheim,48.586643,12.189711
c596bf7e-7845-4b1d-9755-d339692560b0,Aral Tankstelle,ARAL,Am Lachbach,1,63546,Hammersbach,50.2430649,8.997957
000e5864-eb6e-47f7-825f-9a655d83b0d0,Shell Lahnstein Kölner Str. 43,Shell,Kölner Str.,43,56112,Lahnstein,50.324879,7.605549
c57742b4-b59d-43ae-842b-93318cf19c66,Aral Tankstelle,ARAL,Mercedesstraße,51,72108,Rottenburg/Ergenzing,48.5053062,8.826744
c576a061-5a8d-463c-8f57-7dacf8497334,Aral Tankstelle,ARAL,Burgdorfer Straße,115,31275,Lehrte,52.3873978,9.970479
c55c029c-7723-40b7-8245-e6223fc4cf93,Aral Tankstelle,ARAL,Frintroper Straße,66-68,45359,Essen,51.4626732,6.941557
c55ab696-94d3-4dee-b728-afde19032c78,Aral Tankstelle,ARAL,Reichsstraße,13/14,14052,Berlin,52.5136452,13.266036
0014c75b-2b35-4fad-b162-8b3fb9125cd2,Aral Tankstelle,ARAL,Jerichower Straße,24,39114,Magdeburg,52.13194,11.6651821
c557d213-4c08-4551-8dfc-e7fe2b496f21,Aral Tankstelle,ARAL,Hallerstraße,1,66333,Völklingen-Wehrden,49.2438278,6.83978
c55364d7-cb92-49e2-9792-50f91fcd33d5,Aral Tankstelle,ARAL,Münchener Straße,13,82054,Sauerlach,47.9736748,11.6536541
c5504513-6920-4135-a8fb-a133c43553bd,Aral Tankstelle,ARAL,Schalmeistraße,2,86399,Bobingen,48.2791634,10.8407431
c5382c5a-c58a-4135-845c-64e2f83dc11a,TotalEnergies Freisen-Oberkirchen,TotalEnergies,Haupersweiler Str. ,1,66629,Freisen-Oberkirchen,49.524975,7.262966
c50f1af1-ee52-451a-ae6d-4dec35ee1fe6,Shell Ludwigsfelde Parkallee 1 Brandenbg. Park,Shell,Parkallee,1 Brandenbg. Park,14974,Ludwigsfelde,52.309058,13.31376
d127feae-5d78-446a-a647-12899f45707f,Aral Tankstelle,ARAL,Schwarzleite,2,91220,Schnaittach,49.56729,11.3274946
c4df5436-c7da-4f45-9908-3ca22ac09270,Esso Tankstelle,ESSO,KOELNER STR. 9, ,51789,LINDLAR,51.018635,7.373945
c4c745cb-ae16-46ee-ac8a-75b2cf0a8284,Shell Plauen Pausaer Str. 138,Shell,Pausaer Str.,138,08525,Plauen,50.515036,12.120508
c4c59cea-3b83-46d0-b783-134c25c65df7,Shell Neustadt an der Weinstr. Mussbacher Landstr. 16,Shell,Mussbacher Landstr.,16,67433,Neustadt an der Weinstr.,49.359376,8.151276
c48bf149-7577-4ce4-b895-d5ee34d79866,Shell Olbernhau Gruenthaler Str. 109,Shell,Gruenthaler Str.,109,09526,Olbernhau,50.650586,13.365908
0018c07b-6aa8-475d-974b-f4e373621b2e,Shell Salzgitter Vor Dem Dorfe 29,Shell,Vor Dem Dorfe,29,38229,Salzgitter,52.140197,10.335751
c47304bf-eb83-4e04-b3d9-89fc02f936a6,Aral Tankstelle,ARAL,Hermann-Körner-Straße,51,21465,Reinbek,53.52223,10.2445154
0032115e-58b1-4282-8f67-a9fec29c7d1d,Esso Tankstelle,ESSO,BODENSEESTR. 33, ,87700,MEMMINGEN,47.979744,10.172292
c43b532d-a25d-4c82-8d57-a5abe20bbeeb,Aral Tankstelle,ARAL,Besanconallee,30,79111,Freiburg,47.99066,7.797461
d1b5ff54-4366-4358-9db5-f4483352a45f,Aral Tankstelle,ARAL,Herner Straße,403,44807,Bochum,51.5125465,7.210151
c3f0a1bb-cc69-41e5-ba73-16166e9ad0cf,Shell Wuppertal Staubenthaler Str. 27,Shell,Staubenthaler Str.,27,42369,Wuppertal,51.232373,7.193759
c3eb677a-0f3f-430f-934e-aed6e04b9c38,Shell Kaebschuetztal Goerna Nr. 10,Shell,Goerna Nr.,10,01665,Kaebschuetztal,51.128752,13.390314
c3e4c888-767d-471e-bd5e-760eabc116c2,Aral Tankstelle,ARAL,Sonnenallee,113,12045,Berlin,52.48148,13.44137
c3e106f8-70ff-44e9-833e-5575ba7044e8,Esso Tankstelle,ESSO,GOTTLOB-MUELLER-STR. 9, ,74354,BESIGHEIM,48.994555,9.143015
c3dca3b3-6e56-47f4-b1cf-3c50f4905b3d,Shell Reutlingen Am Echazufer 60,Shell,Am Echazufer,60,72764,Reutlingen,48.48458,9.222717
c3d8a930-ea7f-4e10-b9e5-a5c33e40ffd2,Aral Tankstelle,ARAL,Adersheimer Straße,25,38304,Wolfenbüttel,52.1612549,10.5172949
c3d17257-bf1e-45e4-b44d-f405a6c3863c,TotalEnergies Wolmirstedt,TotalEnergies,Colbitzer Str. ,1,39326,Wolmirstedt,52.257223,11.628863
c3d14441-b1dc-488d-afc8-c1862c853eb7,Shell Bietigheim-Bissingen Berliner Str. 40,Shell,Berliner Str.,40,74321,Bietigheim-Bissingen,48.941596,9.140512
c3cc4d0a-3a65-4888-9115-acd374c6e078,Esso Tankstelle,ESSO,OSTSTR. 83, ,74072,HEILBRONN,49.141011,9.229271
c3c64020-aea0-4e2c-8325-4520e35cf3aa,Aral Tankstelle,ARAL,Bebelstraße,69a,46049,Oberhausen,51.4715233,6.83761
c3c55ae8-40f0-4f22-854f-dd2b6deb4640,Aral Tankstelle,ARAL,Lange Straße,65,27318,Hoya,52.80496,9.135822
003db5ab-2774-48f5-992a-c10f6988a8b8,AVIA Tankstelle,AVIA,Selber Straße,20,95173,Schönwald,50.19632,12.09096
c3b86231-1ef0-4c22-8044-e553304ccb09,Esso Tankstelle,ESSO,GARBSENER LANDSTR. 17, ,30419,HANNOVER,52.406359,9.621099
c3a5fc7f-9baf-4166-86d9-1a3f703a4b9b,Aral Tankstelle,ARAL,Friedberger Landstr.,325,60389,Frankfurt,50.14038,8.698532
0fc8e61d-b008-47bf-86da-0b1236fbb043,Aral Tankstelle,ARAL,Carnaper Straße,70,42283,Wuppertal,51.2763138,7.18987
0047b529-113c-47bd-bd1a-84cbd68712aa,Shell Giessen Stefan-Bellof-Str. 2,Shell,Stefan-Bellof-Str.,2,35394,Giessen,50.574906,8.712315
d3d92858-d24e-4328-bc29-4a0b7b9d7798,AVIA Neunkirchen,AVIA,Kuchenbergstr. ,205,66540,Neunkirchen,49.3563,7.17954
004f71f5-36e7-43bf-abc9-9a0b94df80d6,AVIA Tankstelle,AVIA,Brückenstraße,2,97708,Bad Bocklet-Steinach,50.28504,10.09529
c33fde8d-19f1-4671-bcc7-6e2f27c421c2,TotalEnergies Wilsdruff,TotalEnergies,Umgehungsstr. ,18,01723,Wilsdruff,51.05498,13.538353
c330ab67-9155-495e-a417-452242e32949,Shell Neunkirchen Ludwigsthaler Str. 23,Shell,Ludwigsthaler Str.,23,66539,Neunkirchen,49.322173,7.2169
f4781f79-db96-425c-a442-4810068be035,"LAGE, HEIDENSCHE STR.",Shell,HEIDENSCHE STR. 68,,32791,LAGE,51.987278,8.803148
c2f66b26-5506-48b8-8781-e0de47abfeff,Aral Tankstelle,ARAL,Görschlitzer Str.,7,04849,Bad Düben,51.58997,12.6019516
c2e66726-f71c-491e-91b5-5390e76f374a,Shell Jacobsdorf A12 Biegener Hellen Sued ,Shell,A12 Biegener Hellen Sued,,15236,Jacobsdorf,52.320163,14.383943
c2d316f1-6700-481c-8720-22732c2c6b75,AVIA Tankstelle,AVIA,Bamberger Straße,44,96173,Oberhaid,49.93185,10.82271
c2cea01b-6a48-4e5a-a2f5-730b83bad7d3,Shell Gochsheim Schweinfurter Str. 85,Shell,Schweinfurter Str.,85,97469,Gochsheim,50.021805,10.274678
c2c2d7a4-1634-4a71-9cc7-116ad3ae8986,Aral Tankstelle,ARAL,Hochheimer Straße,25,55246,Mainz-Kostheim,50.00795,8.292079
c2b9ff2f-acb2-41e3-973c-d8c8dfa48236,Shell Bielefeld Carl-Severing-Str. 116,Shell,Carl-Severing-Str.,116,33649,Bielefeld,51.996844,8.477337
c2b95d43-704e-456f-914d-e563646cc2da,AVIA Tankstelle,AVIA,Hohe Straße,1,35576,Wetzlar,50.564722,8.477448
c2afdbe3-7db1-448c-84d4-cd8a84a1cb65,Shell Weiskirchen Auf Der Heide 4-8,Shell,Auf Der Heide,4-8,66709,Weiskirchen,49.551356,6.826959
c2a07698-e6b4-4aa4-a52b-6f634c72fdd6,Aral Tankstelle,ARAL,Hauptstraße,1,55595,Roxheim,49.8675728,7.820235
161f7394-b500-4587-aa52-a34a8062d0fc,Aral Tankstelle,ARAL,Tonnaer Straße,30b,99947,Bad Langensalza,51.104,10.6638107
c286f6db-1497-481a-83d5-d0991453a8f7,Aral Tankstelle,ARAL,Bochumer Straße,6,44866,Bochum,51.4794426,7.14988
c279f870-12a3-4a69-a986-be910105d4cf,Aral Tankstelle,ARAL,Berkaer Straße,71,99425,Weimar,50.9607277,11.3164043
c27625b7-9c45-4260-8cd1-cd3543dd2ad2,Esso Tankstelle,ESSO,MECUMSTR. 45, ,40225,DUESSELDORF,51.202875,6.785273
c25f20db-eeb3-42a6-9e15-e65c145c84aa,Aral Tankstelle,ARAL,Mülheimer Heide,1,53945,Blankenheim,50.44996,6.667896
c25b41ba-fb14-4126-9820-67c63956629c,TotalEnergies Berlin,TotalEnergies,Britzer Damm ,60-62,12347,Berlin,52.457048,13.436356
c251cdbf-857d-40eb-b9ac-829094f3b489,Shell Eschershausen Odfeldstr. 28,Shell,Odfeldstr.,28,37632,Eschershausen,51.928075,9.626535
16f28f52-d547-4777-8065-6f938003d20e,Shell Koeln Neusser Str. 153,Shell,Neusser Str.,153,50733,Koeln,50.958502,6.954624
c240377f-5853-4f4b-913a-0f5ab15964db,Aral Tankstelle,ARAL,Westenfelder Straße,20,59846,Sundern,51.32568,8.038365
c21deb04-42cf-45f4-8441-23f25b934aa1,Aral Tankstelle,ARAL,Fischbacher Straße,1,55743,Idar-Oberstein,49.73898,7.408038
c21ccfa9-5071-4801-a8ad-4653172bf4b6,Aral Tankstelle,ARAL,In den Kötten,9,40627,Düsseldorf,51.21241,6.857821
18aef2d2-ed53-44d2-9f7f-512f994593c2,AVIA Tankstelle,AVIA,Wirsberger Straße,28,95339,Neuenmarkt,50.10258,11.59745
c2172d81-e049-4bb5-bc96-bfa0da2ed055,Esso Tankstelle,ESSO,NEUER WEG 86, ,38302,WOLFENBUETTEL,52.170161,10.541084
c211d32a-8a7e-4836-ae23-1b9db0ec0015,Aral Tankstelle,ARAL,Dotzheimer Straße,93,65197,Wiesbaden,50.0777,8.221285
c1f4e247-70ed-41c1-8bc5-d9dbf4360557,Aral Tankstelle,ARAL,Arneburger Straße,47/B18,39576,Stendal,52.61806,11.8686609
